experiment_dir,dataset,encoder,method,train_per_class,epochs_config,epoch_result,acc,mean_gap,split,keep_recommendation,result_path,args_path,log_path
ft_vit_B16_outputs_cifar_origin_loss/3_class3000,cifar10,vit,vit fine-tuning baseline,3000,20,5,0.9788,0.09188655912876129,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/3_class3000/args/class3000_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/3_class3000/args/class3000_args.json,ft_vit_B16_outputs_cifar_origin_loss/3_class3000/log/class3000_train_log.csv
ft_vit_B16_outputs_cifar_origin_loss/4_class2000,cifar10,vit,vit fine-tuning baseline,2000,20,12,0.979,0.10402368307113648,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/4_class2000/args/class2000_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/4_class2000/args/class2000_args.json,ft_vit_B16_outputs_cifar_origin_loss/4_class2000/log/class2000_train_log.csv
ft_vit_B16_outputs_cifar_origin_loss/5_class1000,cifar10,vit,vit fine-tuning baseline,1000,20,5,0.9748,0.08759564161300659,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/5_class1000/args/class1000_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/5_class1000/args/class1000_args.json,ft_vit_B16_outputs_cifar_origin_loss/5_class1000/log/class1000_train_log.csv
ft_vit_B16_outputs_cifar_origin_loss/6_class500,cifar10,vit,vit fine-tuning baseline,500,20,4,0.9714,0.077570578455925,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/6_class500/args/class500_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/6_class500/args/class500_args.json,ft_vit_B16_outputs_cifar_origin_loss/6_class500/log/class500_train_log.csv
ft_vit_B16_outputs_cifar_origin_loss/7_class100,cifar10,vit,vit fine-tuning baseline,100,20,8,0.9632,0.07370479702949524,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/7_class100/args/class100_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/7_class100/args/class100_args.json,ft_vit_B16_outputs_cifar_origin_loss/7_class100/log/class100_train_log.csv
ft_vit_B16_outputs_cifar_origin_loss/8_class50,cifar10,vit,vit fine-tuning baseline,50,20,9,0.956,0.06280172169208527,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/8_class50/args/class50_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/8_class50/args/class50_args.json,ft_vit_B16_outputs_cifar_origin_loss/8_class50/log/class50_train_log.csv
ft_vit_B16_outputs_cifar_origin_loss/9_class10,cifar10,vit,vit fine-tuning baseline,10,20,18,0.9462,0.051044903695583344,test,index_only,ft_vit_B16_outputs_cifar_origin_loss/9_class10/args/class10_cifar10_final_test_result.json,ft_vit_B16_outputs_cifar_origin_loss/9_class10/args/class10_args.json,ft_vit_B16_outputs_cifar_origin_loss/9_class10/log/class10_train_log.csv
oxfordpets_trial14_class50/drop016,oxfordpets,vim,other,50,30,23,0.9264305177111717,0.07435212103096214,test,index_only,oxfordpets_trial14_class50/drop016/args/vim_oxfordpets_final_test_result.json,oxfordpets_trial14_class50/drop016/args/vim_oxfordpets_args.json,oxfordpets_trial14_class50/drop016/log/vim_oxfordpets_train_log.csv
oxfordpets_trial14_class50/drop018,oxfordpets,vim,other,50,30,23,0.9269754768392371,0.07445136598638587,test,index_only,oxfordpets_trial14_class50/drop018/args/vim_oxfordpets_final_test_result.json,oxfordpets_trial14_class50/drop018/args/vim_oxfordpets_args.json,oxfordpets_trial14_class50/drop018/log/vim_oxfordpets_train_log.csv
oxfordpets_trial14_class50/drop020,oxfordpets,vim,other,50,30,25,0.935149863760218,0.07469132623156986,test,selected,oxfordpets_trial14_class50/drop020/args/vim_oxfordpets_final_test_result.json,oxfordpets_trial14_class50/drop020/args/vim_oxfordpets_args.json,oxfordpets_trial14_class50/drop020/log/vim_oxfordpets_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/10_t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06,cifar10,vim,vim adapter,50,20,19,0.937,0.12444842681288719,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/10_t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06/args/t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/10_t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06/args/t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/10_t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06/log/t010_lp0p000116012_lb5p92342em05_la0p000470277_ad0p11677_wd6p37917em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/11_t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06,cifar10,vim,vim adapter,50,20,20,0.9404,0.13013691008090972,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/11_t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06/args/t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/11_t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06/args/t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/11_t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06/log/t011_lp0p000116012_lb7p94054em05_la0p000459996_ad0p18462_wd1p58456em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/12_t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06,cifar10,vim,vim adapter,50,20,20,0.9376,0.12620946019887924,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/12_t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06/args/t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/12_t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06/args/t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/12_t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06/log/t012_lp0p000116012_lb6p9848em05_la0p000238281_ad0p113744_wd6p03572em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/13_t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06,cifar10,vim,vim adapter,50,20,9,0.9344,0.11024878397583962,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/13_t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06/args/t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/13_t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06/args/t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/13_t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06/log/t013_lp0p000116012_lb6p97042em05_la0p000521485_ad0p176166_wd4p66018em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/14_t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06,cifar10,vim,vim adapter,50,20,19,0.9384,0.12338372543454171,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/14_t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06/args/t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/14_t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06/args/t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/14_t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06/log/t014_lp0p000116012_lb5p97806em05_la0p000207872_ad0p152406_wd3p5775em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/15_t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06,cifar10,vim,vim adapter,50,20,15,0.9344,0.12186353951692581,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/15_t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06/args/t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/15_t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06/args/t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/15_t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06/log/t015_lp0p000116012_lb8p25696em05_la0p000268108_ad0p106996_wd1p63902em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/16_t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06,cifar10,vim,vim adapter,50,20,16,0.941,0.12350155487656593,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/16_t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06/args/t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/16_t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06/args/t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/16_t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06/log/t016_lp0p000116012_lb7p37801em05_la0p000401877_ad0p194068_wd1p91154em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/17_t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06,cifar10,vim,vim adapter,50,20,16,0.9374,0.12465110719203949,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/17_t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06/args/t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/17_t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06/args/t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/17_t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06/log/t017_lp0p000116012_lb8p06802em05_la0p000246533_ad0p102725_wd4p61651em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/18_t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06,cifar10,vim,vim adapter,50,20,20,0.94,0.12535300478339195,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/18_t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06/args/t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/18_t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06/args/t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/18_t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06/log/t018_lp0p000116012_lb6p55956em05_la0p000244778_ad0p160125_wd1p2304em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/19_t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06,cifar10,vim,vim adapter,50,20,13,0.9352,0.11682328879833222,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/19_t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06/args/t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/19_t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06/args/t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/19_t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06/log/t019_lp0p000116012_lb6p49922em05_la0p000322353_ad0p136181_wd1p42008em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/1_t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06,cifar10,vim,vim adapter,50,20,13,0.9346,0.11675234287977218,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/1_t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06/args/t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/1_t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06/args/t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/1_t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06/log/t001_lp0p000116012_lb8p28221em05_la0p000479121_ad0p111301_wd5p94232em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/20_t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06,cifar10,vim,vim adapter,50,20,14,0.9386,0.11540115475654603,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/20_t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06/args/t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/20_t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06/args/t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/20_t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06/log/t020_lp0p000116012_lb5p26435em05_la0p000231864_ad0p215428_wd4p26857em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/21_t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06,cifar10,vim,vim adapter,50,20,7,0.939,0.10028536766767501,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/21_t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06/args/t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/21_t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06/args/t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/21_t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06/log/t021_lp0p000116012_lb5p84574em05_la0p000673485_ad0p19345_wd8p10178em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/22_t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06,cifar10,vim,vim adapter,50,20,18,0.9398,0.12170554473996162,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/22_t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06/args/t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/22_t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06/args/t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/22_t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06/log/t022_lp0p000116012_lb5p86767em05_la0p00022567_ad0p208312_wd5p21063em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/23_best_t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06,cifar10,vim,vim adapter,50,20,18,0.9412,0.12335662543773651,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/23_best_t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06/args/t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/23_best_t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06/args/t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/23_best_t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06/log/t023_lp0p000116012_lb5p98511em05_la0p000413204_ad0p121213_wd2p85612em06_train_log.csv
random_adapter_full_dim192_trial41_narrow_class50/24_t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06,cifar10,vim,vim adapter,50,20,18,0.937,0.126028598099947,test,index_only,random_adapter_full_dim192_trial41_narrow_class50/24_t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06/args/t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06_cifar10_final_test_result.json,random_adapter_full_dim192_trial41_narrow_class50/24_t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06/args/t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06_args.json,random_adapter_full_dim192_trial41_narrow_class50/24_t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06/log/t024_lp0p000116012_lb7p63184em05_la0p000343651_ad0p175277_wd7p1881em06_train_log.csv
