experiment_dir,dataset,encoder,method,train_per_class,epochs_config,epoch_result,acc,mean_gap,split,keep_recommendation,result_path,args_path,log_path
random_adapter_full_dim192_wide_class50/27_t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0,cifar10,vim,vim adapter,50,20,19,0.925,0.1012330710887909,test,index_only,random_adapter_full_dim192_wide_class50/27_t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0/args/t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/27_t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0/args/t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0_args.json,random_adapter_full_dim192_wide_class50/27_t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0/log/t027_lp0p000116012_lb1p64874em06_la0p000221045_ad0p0984318_wd0_train_log.csv
random_adapter_full_dim192_wide_class50/28_t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07,cifar10,vim,vim adapter,50,20,20,0.925,0.11451839581131935,test,index_only,random_adapter_full_dim192_wide_class50/28_t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07/args/t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/28_t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07/args/t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07_args.json,random_adapter_full_dim192_wide_class50/28_t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07/log/t028_lp0p000116012_lb1p64241em06_la0p000679241_ad0p0805749_wd8p09056em07_train_log.csv
random_adapter_full_dim192_wide_class50/29_t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0,cifar10,vim,vim adapter,50,20,19,0.9302,0.11146778762340545,test,index_only,random_adapter_full_dim192_wide_class50/29_t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0/args/t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/29_t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0/args/t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0_args.json,random_adapter_full_dim192_wide_class50/29_t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0/log/t029_lp0p000116012_lb5p5188em06_la0p000456646_ad0p282888_wd0_train_log.csv
random_adapter_full_dim192_wide_class50/2_t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06,cifar10,vim,vim adapter,50,20,20,0.933,0.10745379403233528,test,index_only,random_adapter_full_dim192_wide_class50/2_t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06/args/t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/2_t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06/args/t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06_args.json,random_adapter_full_dim192_wide_class50/2_t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06/log/t002_lp0p000116012_lb7p95741em06_la5p51564em05_ad0p324368_wd1p39398em06_train_log.csv
random_adapter_full_dim192_wide_class50/30_t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06,cifar10,vim,vim adapter,50,20,16,0.9324,0.10262254178524018,test,index_only,random_adapter_full_dim192_wide_class50/30_t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06/args/t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/30_t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06/args/t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06_args.json,random_adapter_full_dim192_wide_class50/30_t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06/log/t030_lp0p000116012_lb1p0718em05_la3p25035em05_ad0p327615_wd6p48034em06_train_log.csv
random_adapter_full_dim192_wide_class50/31_t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09,cifar10,vim,vim adapter,50,20,15,0.9346,0.12577169463038446,test,index_only,random_adapter_full_dim192_wide_class50/31_t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09/args/t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/31_t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09/args/t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09_args.json,random_adapter_full_dim192_wide_class50/31_t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09/log/t031_lp0p000116012_lb9p65497em05_la0p000607232_ad0p262013_wd1p51232em09_train_log.csv
random_adapter_full_dim192_wide_class50/32_t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06,cifar10,vim,vim adapter,50,20,20,0.9312,0.11276803091168404,test,index_only,random_adapter_full_dim192_wide_class50/32_t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06/args/t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/32_t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06/args/t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06_args.json,random_adapter_full_dim192_wide_class50/32_t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06/log/t032_lp0p000116012_lb4p28409em06_la0p000349965_ad0p231581_wd3p74789em06_train_log.csv
random_adapter_full_dim192_wide_class50/33_t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09,cifar10,vim,vim adapter,50,20,20,0.9284,0.11774323880672455,test,index_only,random_adapter_full_dim192_wide_class50/33_t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09/args/t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/33_t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09/args/t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09_args.json,random_adapter_full_dim192_wide_class50/33_t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09/log/t033_lp0p000116012_lb3p34905em06_la0p000747526_ad0p0843397_wd2p38708em09_train_log.csv
random_adapter_full_dim192_wide_class50/34_t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0,cifar10,vim,vim adapter,50,20,20,0.9232,0.09665038362145424,test,index_only,random_adapter_full_dim192_wide_class50/34_t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0/args/t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/34_t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0/args/t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0_args.json,random_adapter_full_dim192_wide_class50/34_t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0/log/t034_lp0p000116012_lb2p02567em06_la2p28316em05_ad0p209784_wd0_train_log.csv
random_adapter_full_dim192_wide_class50/35_t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09,cifar10,vim,vim adapter,50,20,17,0.9378,0.12077003493905067,test,index_only,random_adapter_full_dim192_wide_class50/35_t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09/args/t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/35_t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09/args/t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09_args.json,random_adapter_full_dim192_wide_class50/35_t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09/log/t035_lp0p000116012_lb3p58765em05_la0p00087832_ad0p175259_wd6p10575em09_train_log.csv
random_adapter_full_dim192_wide_class50/36_t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0,cifar10,vim,vim adapter,50,20,20,0.9262,0.0990674376487732,test,index_only,random_adapter_full_dim192_wide_class50/36_t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0/args/t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/36_t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0/args/t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0_args.json,random_adapter_full_dim192_wide_class50/36_t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0/log/t036_lp0p000116012_lb2p87947em06_la1p83504em05_ad0p237181_wd0_train_log.csv
random_adapter_full_dim192_wide_class50/37_t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0,cifar10,vim,vim adapter,50,20,14,0.9374,0.10604352951049804,test,index_only,random_adapter_full_dim192_wide_class50/37_t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0/args/t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/37_t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0/args/t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0_args.json,random_adapter_full_dim192_wide_class50/37_t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0/log/t037_lp0p000116012_lb2p44639em05_la0p000145289_ad0p0699215_wd0_train_log.csv
random_adapter_full_dim192_wide_class50/38_t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07,cifar10,vim,vim adapter,50,20,20,0.922,0.09591595679521561,test,index_only,random_adapter_full_dim192_wide_class50/38_t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07/args/t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/38_t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07/args/t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07_args.json,random_adapter_full_dim192_wide_class50/38_t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07/log/t038_lp0p000116012_lb1p82859em06_la1p7681em05_ad0p324647_wd7p27158em07_train_log.csv
random_adapter_full_dim192_wide_class50/39_t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08,cifar10,vim,vim adapter,50,20,16,0.9384,0.11592706143856049,test,index_only,random_adapter_full_dim192_wide_class50/39_t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08/args/t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/39_t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08/args/t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08_args.json,random_adapter_full_dim192_wide_class50/39_t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08/log/t039_lp0p000116012_lb2p11704em05_la0p000815167_ad0p100256_wd1p5988em08_train_log.csv
random_adapter_full_dim192_wide_class50/3_t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06,cifar10,vim,vim adapter,50,20,20,0.9294,0.10291663184762001,test,index_only,random_adapter_full_dim192_wide_class50/3_t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06/args/t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/3_t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06/args/t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06_args.json,random_adapter_full_dim192_wide_class50/3_t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06/log/t003_lp0p000116012_lb2p84759em06_la0p000128579_ad0p022336_wd1p95455em06_train_log.csv
random_adapter_full_dim192_wide_class50/40_t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09,cifar10,vim,vim adapter,50,20,17,0.9348,0.10938690975308418,test,index_only,random_adapter_full_dim192_wide_class50/40_t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09/args/t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/40_t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09/args/t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09_args.json,random_adapter_full_dim192_wide_class50/40_t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09/log/t040_lp0p000116012_lb1p85332em05_la1p62853em05_ad0p0491189_wd1p2573em09_train_log.csv
random_adapter_full_dim192_wide_class50/41_best_t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06,cifar10,vim,vim adapter,50,20,20,0.9412,0.12773801162838935,test,selected,random_adapter_full_dim192_wide_class50/41_best_t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06/args/t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/41_best_t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06/args/t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06_args.json,random_adapter_full_dim192_wide_class50/41_best_t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06/log/t041_lp0p000116012_lb7p34592em05_la0p000406183_ad0p163584_wd7p32702em06_train_log.csv
random_adapter_full_dim192_wide_class50/42_t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09,cifar10,vim,vim adapter,50,20,14,0.936,0.11502391174435615,test,index_only,random_adapter_full_dim192_wide_class50/42_t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09/args/t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/42_t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09/args/t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09_args.json,random_adapter_full_dim192_wide_class50/42_t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09/log/t042_lp0p000116012_lb4p55887em05_la0p000392314_ad0p0814243_wd1p17855em09_train_log.csv
random_adapter_full_dim192_wide_class50/43_t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07,cifar10,vim,vim adapter,50,20,16,0.9348,0.10656116157770157,test,index_only,random_adapter_full_dim192_wide_class50/43_t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07/args/t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/43_t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07/args/t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07_args.json,random_adapter_full_dim192_wide_class50/43_t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07/log/t043_lp0p000116012_lb1p60773em05_la6p68564em05_ad0p130964_wd2p65499em07_train_log.csv
random_adapter_full_dim192_wide_class50/44_t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07,cifar10,vim,vim adapter,50,20,20,0.9318,0.10733538195490837,test,index_only,random_adapter_full_dim192_wide_class50/44_t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07/args/t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/44_t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07/args/t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07_args.json,random_adapter_full_dim192_wide_class50/44_t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07/log/t044_lp0p000116012_lb8p08712em06_la3p13097em05_ad0p0828318_wd4p05251em07_train_log.csv
random_adapter_full_dim192_wide_class50/45_t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06,cifar10,vim,vim adapter,50,20,20,0.9238,0.1003136120736599,test,index_only,random_adapter_full_dim192_wide_class50/45_t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06/args/t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/45_t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06/args/t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06_args.json,random_adapter_full_dim192_wide_class50/45_t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06/log/t045_lp0p000116012_lb1p35868em06_la0p000154478_ad0p0511606_wd1p84618em06_train_log.csv
random_adapter_full_dim192_wide_class50/46_t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08,cifar10,vim,vim adapter,50,20,18,0.9366,0.12329138666391373,test,index_only,random_adapter_full_dim192_wide_class50/46_t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08/args/t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/46_t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08/args/t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08_args.json,random_adapter_full_dim192_wide_class50/46_t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08/log/t046_lp0p000116012_lb6p9493em05_la2p1432em05_ad0p099652_wd1p74317em08_train_log.csv
random_adapter_full_dim192_wide_class50/47_t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09,cifar10,vim,vim adapter,50,20,19,0.917,0.09212568998336793,test,index_only,random_adapter_full_dim192_wide_class50/47_t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09/args/t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/47_t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09/args/t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09_args.json,random_adapter_full_dim192_wide_class50/47_t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09/log/t047_lp0p000116012_lb1p2906em06_la2p23503em05_ad0p0186837_wd2p89708em09_train_log.csv
random_adapter_full_dim192_wide_class50/48_t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07,cifar10,vim,vim adapter,50,20,20,0.931,0.10429196506738662,test,index_only,random_adapter_full_dim192_wide_class50/48_t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07/args/t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/48_t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07/args/t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07_args.json,random_adapter_full_dim192_wide_class50/48_t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07/log/t048_lp0p000116012_lb4p32496em06_la0p000102106_ad0p306252_wd5p28273em07_train_log.csv
random_adapter_full_dim192_wide_class50/49_t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09,cifar10,vim,vim adapter,50,20,20,0.927,0.09943353310227394,test,index_only,random_adapter_full_dim192_wide_class50/49_t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09/args/t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/49_t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09/args/t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09_args.json,random_adapter_full_dim192_wide_class50/49_t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09/log/t049_lp0p000116012_lb2p97502em06_la3p15337em05_ad0p199931_wd1p49245em09_train_log.csv
random_adapter_full_dim192_wide_class50/4_t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07,cifar10,vim,vim adapter,50,20,20,0.9292,0.11980188488960267,test,index_only,random_adapter_full_dim192_wide_class50/4_t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07/args/t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/4_t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07/args/t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07_args.json,random_adapter_full_dim192_wide_class50/4_t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07/log/t004_lp0p000116012_lb5p11743em06_la0p000873768_ad0p312592_wd3p36246em07_train_log.csv
random_adapter_full_dim192_wide_class50/50_t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09,cifar10,vim,vim adapter,50,20,16,0.9334,0.10285676419734954,test,index_only,random_adapter_full_dim192_wide_class50/50_t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09/args/t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/50_t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09/args/t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09_args.json,random_adapter_full_dim192_wide_class50/50_t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09/log/t050_lp0p000116012_lb1p11559em05_la1p59714em05_ad0p29171_wd1p57404em09_train_log.csv
random_adapter_full_dim192_wide_class50/51_t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0,cifar10,vim,vim adapter,50,20,19,0.9244,0.10643414407968521,test,index_only,random_adapter_full_dim192_wide_class50/51_t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0/args/t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/51_t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0/args/t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0_args.json,random_adapter_full_dim192_wide_class50/51_t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0/log/t051_lp0p000116012_lb1p57843em06_la0p000486575_ad0p315929_wd0_train_log.csv
random_adapter_full_dim192_wide_class50/5_t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09,cifar10,vim,vim adapter,50,20,19,0.9166,0.091823610663414,test,index_only,random_adapter_full_dim192_wide_class50/5_t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09/args/t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/5_t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09/args/t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09_args.json,random_adapter_full_dim192_wide_class50/5_t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09/log/t005_lp0p000116012_lb1p22351em06_la2p03507em05_ad0p239067_wd6p00558em09_train_log.csv
random_adapter_full_dim192_wide_class50/6_t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06,cifar10,vim,vim adapter,50,20,20,0.9314,0.10562659651041031,test,index_only,random_adapter_full_dim192_wide_class50/6_t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06/args/t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/6_t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06/args/t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06_args.json,random_adapter_full_dim192_wide_class50/6_t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06/log/t006_lp0p000116012_lb5p50705em06_la8p69184em05_ad0p066315_wd7p41377em06_train_log.csv
random_adapter_full_dim192_wide_class50/7_t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0,cifar10,vim,vim adapter,50,20,20,0.9286,0.1063484400510788,test,index_only,random_adapter_full_dim192_wide_class50/7_t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0/args/t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0_cifar10_final_test_result.json,random_adapter_full_dim192_wide_class50/7_t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0/args/t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0_args.json,random_adapter_full_dim192_wide_class50/7_t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0/log/t007_lp0p000116012_lb2p84327em06_la0p000218589_ad0p153003_wd0_train_log.csv
